,Topic,Count,TopicLabel,WordScore,Sentiment
27,26,19,26_social worker_social_worker_rebuild,"[('social worker', 0.05390068595668517), ('social', 0.048550756690271465), ('worker', 0.03276336858322849), ('rebuild', 0.03211448238436154), ('back need', 0.027117234246627517), ('back need fresh', 0.027117234246627517), ('use weekends communitys', 0.027117234246627517), ('communitys gift', 0.027117234246627517), ('essentialworkers heroes', 0.027117234246627517), ('rewarding essentialworkers', 0.027117234246627517)]",positive
28,27,19,27_amp_financial_education_invest,"[('amp', 0.029991366737258898), ('financial', 0.024690740424785206), ('education', 0.01739120387181214), ('invest', 0.017288098388215888), ('advance', 0.016706012361531502), ('financial stability amp', 0.016554127545108224), ('austin experiencing', 0.016554127545108224), ('send love please', 0.016554127545108224), ('teachers artists social', 0.016554127545108224), ('artists social', 0.016554127545108224)]",positive
29,28,19,28_instantly click read_confidential results_quick free youll_read question,"[('instantly click read', 0.0812956421891272), ('confidential results', 0.0812956421891272), ('quick free youll', 0.0812956421891272), ('read question', 0.0812956421891272), ('question carefully completely', 0.0812956421891272), ('quick free', 0.0812956421891272), ('much time need', 0.0812956421891272), ('may benefit', 0.0812956421891272), ('read question carefully', 0.0812956421891272), ('results instantly', 0.0812956421891272)]",positive
30,29,18,29_mask_masks_covid health_masks society,"[('mask', 0.04505778728616281), ('masks', 0.04339305475979338), ('covid health', 0.036976371109892735), ('masks society', 0.036976371109892735), ('go back public', 0.036976371109892735), ('page mask', 0.036976371109892735), ('mask covid', 0.036976371109892735), ('new masks society', 0.036976371109892735), ('mask covid health', 0.036976371109892735), ('page mask covid', 0.036976371109892735)]",positive
31,30,17,30_nurses_come across_transplant_miss healthcareworker,"[('nurses', 0.033414235550316966), ('come across', 0.03221765448110291), ('transplant', 0.025712067905569968), ('miss healthcareworker', 0.025064713493063544), ('resident physician', 0.025064713493063544), ('story published feels', 0.025064713493063544), ('healthcareworker resident', 0.025064713493063544), ('certificate recognition', 0.025064713493063544), ('card hand written', 0.025064713493063544), ('healthcare amp top', 0.025064713493063544)]",positive
32,31,17,31_charged citrine_eye bracelet known_tiger eye bracelet_citrine,"[('charged citrine', 0.07471188203454772), ('eye bracelet known', 0.07471188203454772), ('tiger eye bracelet', 0.07471188203454772), ('citrine', 0.07471188203454772), ('making remove negative', 0.07338765486942417), ('money making remove', 0.07338765486942417), ('protection decision', 0.07338765486942417), ('protection decision money', 0.07338765486942417), ('making remove', 0.07338765486942417), ('emotions protection decision', 0.07338765486942417)]",positive
33,32,17,32_greatest_buddha_wealth faithfulness best_faithfulness best,"[('greatest', 0.19914144140930545), ('buddha', 0.1613097453018644), ('wealth faithfulness best', 0.13547739408234713), ('faithfulness best', 0.13547739408234713), ('faithfulness best relationship', 0.13547739408234713), ('greatest wealth faithfulness', 0.13547739408234713), ('wealth faithfulness', 0.13547739408234713), ('best relationship', 0.13547739408234713), ('contentment greatest wealth', 0.1345126767340885), ('contentment greatest', 0.1345126767340885)]",positive
34,33,17,33_houston_foster_foster care_kids,"[('houston', 0.052053650993170386), ('foster', 0.0494267081361468), ('foster care', 0.04896562603216827), ('kids', 0.047316125424592105), ('houston area', 0.046191774413437414), ('kids foster', 0.046191774413437414), ('kids foster care', 0.046191774413437414), ('toy drive', 0.0335429958252774), ('toys', 0.03301163037628683), ('area', 0.03214499924900014)]",positive
35,34,16,34_lindale_thankyou_celebrating nurses_heroesworkhere seniorlivingproperties,"[('lindale', 0.0644645321787723), ('thankyou', 0.05025113207267688), ('celebrating nurses', 0.03886314939484708), ('heroesworkhere seniorlivingproperties', 0.03886314939484708), ('skillednursing', 0.03886314939484708), ('thankyou heroesworkhere seniorlivingproperties', 0.03886314939484708), ('skillednursing thankyou', 0.03886314939484708), ('thankyou heroesworkhere', 0.03886314939484708), ('heroesworkhere', 0.03886314939484708), ('heroesworkhere seniorlivingproperties skillednursing', 0.03886314939484708)]",positive
36,35,16,35_arizonas veterans_appreciation make_youth amp_youth amp teachers,"[('arizonas veterans', 0.04834022903731823), ('appreciation make', 0.04834022903731823), ('youth amp', 0.04834022903731823), ('youth amp teachers', 0.04834022903731823), ('give gift memories', 0.04834022903731823), ('show support amp', 0.04834022903731823), ('opportunity show', 0.04834022903731823), ('veterans youth amp', 0.04834022903731823), ('veterans youth', 0.04834022903731823), ('gift memories', 0.04834022903731823)]",positive
37,36,16,36_cbd_hemp_cbd cbdoil_organic,"[('cbd', 0.09685902908632364), ('hemp', 0.05363170121616572), ('cbd cbdoil', 0.042134388823067914), ('organic', 0.04147137580990917), ('cbdoil', 0.0397018589450013), ('natural organic', 0.037976733476847435), ('natural', 0.031525752077477244), ('organic health healthy', 0.030863158496912395), ('health healthy wellness', 0.030863158496912395), ('natural organic health', 0.029240573750565824)]",positive
38,37,15,37_region_giving hand_1059_campaign help keep,"[('region', 0.07149220283978375), ('giving hand', 0.0556775852304826), ('1059', 0.043469245798832226), ('campaign help keep', 0.043469245798832226), ('region safe', 0.043469245798832226), ('region safe covid19', 0.043469245798832226), ('proper physical distancing', 0.043469245798832226), ('region campaign help', 0.043469245798832226), ('pictures 1059 region', 0.043469245798832226), ('pictures 1059', 0.043469245798832226)]",positive
39,38,15,38_grocery_workers_frontline workers_groceryworkers,"[('grocery', 0.048685581390569534), ('workers', 0.04517778665424799), ('frontline workers', 0.03981251940627986), ('groceryworkers', 0.03644479354422634), ('store workers love', 0.03644479354422634), ('workers theyre deserving', 0.03644479354422634), ('love frontlineheroes covid19', 0.03644479354422634), ('covid19 groceryworkers', 0.03644479354422634), ('gifts kindness', 0.03644479354422634), ('theyre deserving meals', 0.03644479354422634)]",positive
40,39,15,39_morning provided free_free breakfast 50_provided free breakfast_breakfast 50 harding,"[('morning provided free', 0.03780324532044216), ('free breakfast 50', 0.03780324532044216), ('provided free breakfast', 0.03780324532044216), ('breakfast 50 harding', 0.03780324532044216), ('free breakfast', 0.03780324532044216), ('breakfast 50', 0.03780324532044216), ('morning provided', 0.03780324532044216), ('provided free', 0.03780324532044216), ('donate', 0.036640370547660187), ('please donate cause', 0.0354311906012162)]",positive
41,40,15,40_ppe_masks ppe healthcare_ppe healthcare workers_ppe healthcare,"[('ppe', 0.08208363382798861), ('masks ppe healthcare', 0.07497505372965908), ('ppe healthcare workers', 0.07279629010183364), ('ppe healthcare', 0.07279629010183364), ('provide masks ppe', 0.07185173385155126), ('masks ppe', 0.07098292387005396), ('relief provide', 0.06778140810667446), ('relief provide masks', 0.06778140810667446), ('direct relief provide', 0.06778140810667446), ('direct relief', 0.06778140810667446)]",positive
42,41,14,41_medical staff hospital_flr dealing wcovid19_workampbake_2bags ground,"[('medical staff hospital', 0.07264131334442546), ('flr dealing wcovid19', 0.07264131334442546), ('workampbake', 0.07264131334442546), ('2bags ground', 0.07264131334442546), ('skills workampbake medical', 0.07264131334442546), ('staff hospital sis', 0.07264131334442546), ('flr', 0.07264131334442546), ('sideampmake gift', 0.07264131334442546), ('sideampmake', 0.07264131334442546), ('put skills workampbake', 0.07264131334442546)]",positive
43,42,14,42_sex_gift bag_wondering sex pandemic_learn sex covid19,"[('sex', 0.07253007397321609), ('gift bag', 0.04806823854870658), ('wondering sex pandemic', 0.04622046388736591), ('learn sex covid19', 0.04622046388736591), ('6517725555 ask', 0.04622046388736591), ('supplies information amp', 0.04622046388736591), ('supplies information', 0.04622046388736591), ('picking free gift', 0.04622046388736591), ('sex pandemic learn', 0.04622046388736591), ('sex covid19', 0.04622046388736591)]",positive
44,43,13,43_grieve_grieve lost_lost_struggle grieve begin,"[('grieve', 0.08378078449673854), ('grieve lost', 0.0488483832388215), ('lost', 0.0362787753268559), ('struggle grieve begin', 0.02674128295748251), ('lost lives grieve', 0.02674128295748251), ('ones grieve still', 0.02674128295748251), ('ones grieve', 0.02674128295748251), ('still struggle grieve', 0.02674128295748251), ('heal thank', 0.02674128295748251), ('nurse key covidmemorial', 0.02674128295748251)]",positive
45,44,13,44_business_small business_small_use,"[('business', 0.05844927116900195), ('small business', 0.04808087079160619), ('small', 0.042813033745048634), ('use', 0.04012955541375936), ('use later', 0.037839135593531865), ('later', 0.029894796544010914), ('buy', 0.027648501348522182), ('takeoutdelivery', 0.025875869269538096), ('business heart', 0.025875869269538096), ('business heart hurts', 0.025875869269538096)]",positive
46,45,13,45_candles_fragrance_lavender_scented,"[('candles', 0.059032126517920586), ('fragrance', 0.049510734197991964), ('lavender', 0.047561869417225816), ('scented', 0.047561869417225816), ('luxury', 0.037837619713947425), ('sprays', 0.03483875179481976), ('aromaretail scentyourspace', 0.03483875179481976), ('aromaretail scentyourspace luxury', 0.03483875179481976), ('health wellness lasvegas', 0.03483875179481976), ('room sprays scented', 0.03483875179481976)]",positive
47,46,13,46_husbands_thank gift_personally thank saving_minky nurses,"[('husbands', 0.04424409888919353), ('thank gift', 0.0421747766783967), ('personally thank saving', 0.04177817796533263), ('minky nurses', 0.04177817796533263), ('minky', 0.04177817796533263), ('life putting ventilator', 0.04177817796533263), ('magallanes', 0.04177817796533263), ('grateful hes', 0.04177817796533263), ('gift tracheostomy ever', 0.04177817796533263), ('minky nurses magallanes', 0.04177817796533263)]",positive
48,47,12,47_arbonne_neighbors_cedar sinai hospital_pizzas delivered,"[('arbonne', 0.07740691344294787), ('neighbors', 0.07204061252040878), ('cedar sinai hospital', 0.0533122690416492), ('pizzas delivered', 0.0533122690416492), ('100 pizzas delivered', 0.0533122690416492), ('neighbors helping neighbors', 0.0533122690416492), ('gratitude residents beverly', 0.0533122690416492), ('100 pizzas', 0.0533122690416492), ('neighbors 100 pizzas', 0.0533122690416492), ('helping neighbors 100', 0.0533122690416492)]",positive
49,48,11,48_ladys creations_ladys creations fathers_baskets amp bags_mdz ladys creations,"[('ladys creations', 0.13477096536941813), ('ladys creations fathers', 0.13477096536941813), ('baskets amp bags', 0.13477096536941813), ('mdz ladys creations', 0.13477096536941813), ('amp bags', 0.13477096536941813), ('order mdz ladys', 0.13477096536941813), ('creations fathers', 0.13477096536941813), ('bags shipping', 0.13477096536941813), ('creations fathers day', 0.13477096536941813), ('day gift baskets', 0.13477096536941813)]",positive
50,49,11,49_covid19 vaccine gift_us live speaking_joins us_joins us live,"[('covid19 vaccine gift', 0.06364832120278527), ('us live speaking', 0.06364832120278527), ('joins us', 0.06364832120278527), ('joins us live', 0.06364832120278527), ('ready joins', 0.06364832120278527), ('workers covid19 vaccine', 0.06364832120278527), ('gift brings time', 0.06364832120278527), ('vaccine gift brings', 0.06364832120278527), ('live speaking frontline', 0.06364832120278527), ('live speaking', 0.06364832120278527)]",positive
51,50,11,50_55103_concordia ave_materials chcougars electionlearningtrunk_talented magnet,"[('55103', 0.055115722975123134), ('concordia ave', 0.055115722975123134), ('materials chcougars electionlearningtrunk', 0.055115722975123134), ('talented magnet', 0.055115722975123134), ('materials chcougars', 0.055115722975123134), ('trunk capitol', 0.055115722975123134), ('trunk capitol hill', 0.055115722975123134), ('westpfahl', 0.055115722975123134), ('westpfahl students', 0.055115722975123134), ('westpfahl students 560', 0.055115722975123134)]",positive
52,51,11,51_yetand spreading virus_nurses height_unvaccinated doctors_virus texas thanking,"[('yetand spreading virus', 0.06743281597700493), ('nurses height', 0.06743281597700493), ('unvaccinated doctors', 0.06743281597700493), ('virus texas thanking', 0.06743281597700493), ('vaccines yetand', 0.06743281597700493), ('thousands covid patients', 0.06743281597700493), ('spreading virus texas', 0.06743281597700493), ('thousands covid', 0.06743281597700493), ('doctors nurses height', 0.06743281597700493), ('epidemic', 0.06743281597700493)]",positive
53,52,11,52_lgbtq_lgbtq community_making gift_survey,"[('lgbtq', 0.0970075137557128), ('lgbtq community', 0.05219694960563143), ('making gift', 0.031081567101686847), ('survey', 0.024429870850032967), ('pride', 0.02397437591583293), ('young people looking', 0.023433741693204255), ('community mental behavioral', 0.023433741693204255), ('everyoneisawesome randomactofkindness', 0.023433741693204255), ('people looking safe', 0.023433741693204255), ('efforts train therapists', 0.023433741693204255)]",positive
54,53,11,53_ketones_fatloss_special ketones challenge_huge special,"[('ketones', 0.12554175667992745), ('fatloss', 0.07547174060687416), ('special ketones challenge', 0.06085694411836512), ('huge special', 0.06085694411836512), ('special ketones', 0.06085694411836512), ('fatloss health', 0.06085694411836512), ('special gift offer', 0.06085694411836512), ('ketones challenge', 0.06085694411836512), ('ketones challenge kit', 0.06085694411836512), ('ketosis', 0.06085694411836512)]",positive
55,54,11,54_assistance families_generosity able provide_platforms financial assistance_packages reading materials,"[('assistance families', 0.034463981052962375), ('generosity able provide', 0.034463981052962375), ('platforms financial assistance', 0.034463981052962375), ('packages reading materials', 0.034463981052962375), ('families covid19 health', 0.034463981052962375), ('able provide care', 0.034463981052962375), ('packages reading', 0.034463981052962375), ('thanks generosity able', 0.034463981052962375), ('platforms financial', 0.034463981052962375), ('materials socialemotional support', 0.034463981052962375)]",positive
56,55,11,55_tracker_beekeeping_notebook_logbook,"[('tracker', 0.12224620943596613), ('beekeeping', 0.10092151930294224), ('notebook', 0.09561242200200314), ('logbook', 0.08641802359565744), ('journal', 0.08537498929638386), ('beekeeping journal', 0.07898135431063323), ('affiliate', 0.07668616819887818), ('bees', 0.07140331541008456), ('notebook tracker', 0.07140331541008456), ('beekeepers', 0.07140331541008456)]",positive
57,56,11,56_free_kits_covid19_testing,"[('free', 0.053954470362282174), ('kits', 0.0512170099399814), ('covid19', 0.038013625122262605), ('testing', 0.036595705735834205), ('screeningstests home kits', 0.03506861229950557), ('dc library giving', 0.03506861229950557), ('covid19 selftest kits', 0.03506861229950557), ('dc library', 0.03506861229950557), ('covid19 selftest', 0.03506861229950557), ('home kits', 0.03506861229950557)]",positive
58,57,11,57_holidays_freedom_covid19_local foods,"[('holidays', 0.08810848057443386), ('freedom', 0.0466789892740244), ('covid19', 0.0458862693783525), ('local foods', 0.040405088115776235), ('foods', 0.03380628146359625), ('gatherings outside household', 0.03237102673800515), ('holidays avoid', 0.03237102673800515), ('french gov', 0.03237102673800515), ('french gov announced', 0.03237102673800515), ('key steps', 0.03237102673800515)]",positive
59,58,11,58_big thank_volunteers_volunteers gift time_thank volunteers,"[('big thank', 0.06107983790759334), ('volunteers', 0.054600026614326676), ('volunteers gift time', 0.05308540832232303), ('thank volunteers', 0.05308540832232303), ('940 hours', 0.05308540832232303), ('want say really', 0.05308540832232303), ('time help health', 0.05308540832232303), ('thank volunteers gift', 0.05308540832232303), ('want say', 0.05308540832232303), ('help health board', 0.05308540832232303)]",positive
60,59,11,59_jets bus_jets_bus_nunez,"[('jets bus', 0.05089082434985237), ('jets', 0.049817385918619825), ('bus', 0.04017320679680845), ('nunez', 0.03580986682742797), ('vaccination', 0.028700350189776777), ('gave', 0.02834674343918967), ('jets bus instead', 0.027859385380791885), ('focusing disabled community', 0.027859385380791885), ('disease lets', 0.027859385380791885), ('chronic disease lets', 0.027859385380791885)]",positive
61,60,10,60_shabbat_shabbat care_wonderful mothersday thanks_motel losangeles,"[('shabbat', 0.06825077845050294), ('shabbat care', 0.048025382147064616), ('wonderful mothersday thanks', 0.02617132833960662), ('motel losangeles', 0.02617132833960662), ('family stuck motel', 0.02617132833960662), ('chicken soup', 0.02617132833960662), ('challah chicken soup', 0.02617132833960662), ('moment special', 0.02617132833960662), ('care covid19 community', 0.02617132833960662), ('children ididgood', 0.02617132833960662)]",positive
62,61,10,61_learning_mse_beststaffever bobcatnation_remote learning care,"[('learning', 0.05355240017893715), ('mse', 0.05325094186254833), ('beststaffever bobcatnation', 0.04142820520356099), ('remote learning care', 0.04142820520356099), ('appreciation week hope', 0.04142820520356099), ('remote learning', 0.04142820520356099), ('learning care packages', 0.04142820520356099), ('learning care', 0.04142820520356099), ('made feel appreciated', 0.04142820520356099), ('week hope personalized', 0.04142820520356099)]",positive
